gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,Churn_binary,tenure_group,num_services,avg_monthly_spend,has_internet,TotalCharges_log,tenure_x_monthly,charges_per_service,spend_to_tenure_ratio,tenure^2,tenure MonthlyCharges,MonthlyCharges^2,customer_segment
Male,No,Yes,No,31,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,79.3,2484.0,No,0,25-48,7,80.12903225806451,1,7.818027938530729,2458.2999999999997,11.328571428571427,77.625,961.0,2458.2999999999997,6288.49,2
Male,Yes,Yes,No,69,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),84.9,5785.65,No,0,61-72,5,83.85,1,8.663308819357752,5858.1,16.98,82.65214285714285,4761.0,5858.1,7208.010000000001,1
Male,No,Yes,No,32,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Electronic check,79.25,2619.15,No,0,25-48,4,81.8484375,1,7.870986847024712,2536.0,19.8125,79.36818181818182,1024.0,2536.0,6280.5625,2
Female,No,No,No,21,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Two year,No,Credit card (automatic),71.05,1524.85,No,0,13-24,6,72.61190476190475,1,7.330306910813801,1492.05,11.841666666666667,69.31136363636364,441.0,1492.05,5048.1025,2
Male,No,No,No,52,Yes,No,DSL,Yes,No,Yes,No,No,No,One year,No,Electronic check,53.75,2790.65,No,0,49-60,4,53.666346153846156,1,7.934388097858083,2795.0,13.4375,52.653773584905665,2704.0,2795.0,2889.0625,3
Female,No,Yes,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),24.25,1784.5,No,0,61-72,2,24.78472222222222,0,7.487453767034503,1746.0,12.125,24.445205479452056,5184.0,1746.0,588.0625,3
Female,No,Yes,No,72,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,54.2,3937.45,Yes,1,61-72,5,54.68680555555555,1,8.27854252387427,3902.4,10.84,53.93767123287671,5184.0,3902.4,2937.6400000000003,3
Male,No,Yes,Yes,52,No,No phone service,DSL,Yes,No,Yes,No,No,Yes,One year,No,Bank transfer (automatic),44.25,2276.1,No,0,49-60,4,43.771153846153844,1,7.730657982534619,2301.0,11.0625,42.945283018867926,2704.0,2301.0,1958.0625,3
Female,No,No,No,41,Yes,No,DSL,No,No,No,Yes,No,No,One year,No,Bank transfer (automatic),50.05,2029.05,No,0,25-48,3,49.4890243902439,1,7.615815702274378,2052.0499999999997,16.683333333333334,48.31071428571428,1681.0,2052.0499999999997,2505.0024999999996,3
Male,No,No,No,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.15,802.35,No,0,25-48,1,19.569512195121952,0,6.688790484489344,826.15,20.15,19.103571428571428,1681.0,826.15,406.0224999999999,3
Female,No,No,No,6,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,69.25,418.4,Yes,1,0-12,2,69.73333333333333,1,6.03882511846782,415.5,34.625,59.771428571428565,36.0,415.5,4795.5625,2
Male,No,Yes,Yes,67,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,One year,Yes,Credit card (automatic),69.35,4653.25,No,0,61-72,7,69.45149253731343,1,8.445536059652007,4646.45,9.907142857142857,68.43014705882354,4489.0,4646.45,4809.422499999999,1
Female,No,Yes,Yes,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.35,275.9,No,0,13-24,1,17.24375,0,5.623656430176916,309.6,19.35,16.22941176470588,256.0,309.6,374.42250000000007,0
Male,No,No,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.15,343.45,No,0,13-24,1,20.20294117647059,0,5.841948942039205,325.54999999999995,19.15,19.080555555555556,289.0,325.54999999999995,366.72249999999997,0
Male,No,Yes,No,35,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,61.0,2130.45,No,0,25-48,5,60.87,1,7.664557778271204,2135.0,12.2,59.17916666666666,1225.0,2135.0,3721.0,2
Female,No,Yes,Yes,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.5,1191.4,No,0,49-60,1,20.54137931034483,0,7.083723361803917,1189.0,20.5,20.193220338983053,3364.0,1189.0,420.25,3
Male,No,No,No,1,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,50.5,50.5,Yes,1,0-12,3,50.5,1,3.9415818076696905,50.5,16.833333333333332,25.25,1.0,50.5,2550.25,0
Male,No,Yes,Yes,52,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,No,Two year,No,Mailed check,50.2,2554.0,No,0,49-60,5,49.11538461538461,1,7.845807502637805,2610.4,10.040000000000001,48.18867924528302,2704.0,2610.4,2520.0400000000004,3
Female,No,No,No,70,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),79.6,5589.45,No,0,61-72,7,79.84928571428571,1,8.628815063803575,5572.0,11.37142857142857,78.72464788732394,4900.0,5572.0,6336.159999999999,1
Female,No,Yes,Yes,19,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),24.9,467.7,No,0,13-24,2,24.61578947368421,0,6.14996290492866,473.09999999999997,12.45,23.384999999999998,361.0,473.09999999999997,620.0099999999999,0
Male,Yes,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.4,74.4,Yes,1,0-12,3,74.4,1,4.32280727501391,74.4,24.8,37.2,1.0,74.4,5535.360000000001,2
Female,No,Yes,Yes,35,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,106.9,3756.45,No,0,25-48,7,107.32714285714285,1,8.2314958148187,3741.5,15.271428571428572,104.34583333333333,1225.0,3741.5,11427.61,1
Female,No,No,No,32,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.35,3334.9,No,0,25-48,6,104.215625,1,8.112497787010163,3243.2,16.891666666666666,101.05757575757576,1024.0,3243.2,10271.822499999998,2
Female,No,Yes,Yes,17,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),55.35,920.5,No,0,13-24,4,54.14705882352941,1,6.826002777109878,940.95,13.8375,51.138888888888886,289.0,940.95,3063.6225,2
Female,No,Yes,Yes,67,Yes,No,DSL,No,Yes,No,No,No,No,One year,No,Credit card (automatic),50.55,3431.75,No,0,61-72,3,51.22014925373134,1,8.141116968201862,3386.85,16.849999999999998,50.466911764705884,4489.0,3386.85,2555.3025,3
Female,No,No,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.5,150.35,No,0,0-12,1,16.705555555555556,0,5.019595035467727,175.5,19.5,15.035,81.0,175.5,380.25,0
Male,No,No,Yes,31,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,One year,Yes,Mailed check,79.45,2587.7,Yes,1,25-48,7,83.47419354838709,1,7.8589110981823715,2462.9500000000003,11.35,80.865625,961.0,2462.9500000000003,6312.302500000001,2
Male,No,No,No,4,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,90.65,367.95,No,0,0-12,5,91.9875,1,5.910661133504376,362.6,18.130000000000003,73.59,16.0,362.6,8217.4225,2
Male,Yes,Yes,Yes,58,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,One year,Yes,Bank transfer (automatic),89.85,5125.75,No,0,49-60,6,88.375,1,8.542227209135879,5211.299999999999,14.975,86.87711864406779,3364.0,5211.299999999999,8073.022499999999,1
Male,No,No,No,60,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,No,Mailed check,79.0,4801.1,No,0,49-60,7,80.01833333333335,1,8.476808601220762,4740.0,11.285714285714286,78.70655737704918,3600.0,4740.0,6241.0,1
Male,No,No,No,58,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,104.65,6219.6,Yes,1,49-60,7,107.2344827586207,1,8.735621644103475,6069.700000000001,14.950000000000001,105.41694915254237,3364.0,6069.700000000001,10951.622500000001,1
Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.55,19.55,No,0,0-12,1,19.55,0,3.022860940942244,19.55,19.55,9.775,1.0,19.55,382.20250000000004,0
Female,No,Yes,Yes,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.9,550.1,No,0,25-48,1,20.374074074074073,0,6.311916280889189,537.3,19.9,19.646428571428572,729.0,537.3,396.00999999999993,0
Male,Yes,Yes,Yes,66,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,116.25,7862.25,No,0,61-72,9,119.125,1,8.969955285966561,7672.5,12.916666666666666,117.34701492537313,4356.0,7672.5,13514.0625,1
Male,No,No,No,15,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),87.75,1242.2,No,0,13-24,5,82.81333333333333,1,7.125443979613383,1316.25,17.55,77.6375,225.0,1316.25,7700.0625,2
Male,Yes,Yes,No,47,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.05,4871.05,Yes,1,25-48,6,103.63936170212766,1,8.491270072062852,4702.349999999999,16.675,101.48020833333334,2209.0,4702.349999999999,10010.002499999999,1
Female,No,No,No,41,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),81.3,3190.65,No,0,25-48,4,77.82073170731708,1,8.068293303434988,3333.2999999999997,20.325,75.96785714285714,1681.0,3333.2999999999997,6609.69,1
Male,No,Yes,No,59,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,44.3,2666.75,No,0,49-60,3,45.19915254237288,1,7.8889906994966745,2613.7,14.766666666666666,44.44583333333333,3481.0,2613.7,1962.4899999999998,3
Female,No,No,Yes,50,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,No,Credit card (automatic),70.35,3533.6,No,0,49-60,2,70.672,1,8.170355417755697,3517.4999999999995,35.175,69.28627450980392,2500.0,3517.4999999999995,4949.1224999999995,1
Male,No,Yes,Yes,17,No,No phone service,DSL,Yes,No,Yes,No,Yes,No,One year,No,Credit card (automatic),44.45,792.15,No,0,13-24,4,46.59705882352941,1,6.676012358854464,755.6500000000001,11.1125,44.00833333333333,289.0,755.6500000000001,1975.8025000000002,0
Male,No,Yes,Yes,6,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,49.15,295.65,No,0,0-12,3,49.275,1,5.692552992704652,294.9,16.383333333333333,42.23571428571428,36.0,294.9,2415.7225,0
Male,Yes,Yes,No,51,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),29.45,1459.35,No,0,49-60,2,28.61470588235294,1,7.286431412000087,1501.95,14.725,28.064423076923074,2601.0,1501.95,867.3025,3
Male,No,No,No,44,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,100.55,4398.15,Yes,1,25-48,6,99.95795454545454,1,8.38916661942616,4424.2,16.758333333333333,97.73666666666666,1936.0,4424.2,10110.3025,1
Male,No,Yes,No,49,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),85.3,4297.95,No,0,49-60,4,87.71326530612245,1,8.366126085816875,4179.7,21.325,85.959,2401.0,4179.7,7276.089999999999,1
Male,No,No,No,2,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,95.65,167.3,Yes,1,0-12,5,83.65,1,5.12574810119676,191.3,19.130000000000003,55.76666666666667,4.0,191.3,9148.9225,2
Male,No,Yes,No,59,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,One year,Yes,Mailed check,69.1,4096.9,No,0,49-60,6,69.43898305084745,1,8.31822992635372,4076.8999999999996,11.516666666666666,68.28166666666667,3481.0,4076.8999999999996,4774.8099999999995,1
Male,Yes,No,No,50,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),70.35,3454.6,No,0,49-60,6,69.092,1,8.14775138248473,3517.4999999999995,11.725,67.73725490196078,2500.0,3517.4999999999995,4949.1224999999995,1
Female,No,Yes,Yes,59,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.6,1286.0,No,0,49-60,1,21.796610169491526,0,7.160069207596127,1215.4,20.6,21.433333333333334,3481.0,1215.4,424.36000000000007,3
Male,No,No,No,18,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,74.15,1387.0,No,0,13-24,3,77.05555555555556,1,7.23561914106675,1334.7,24.71666666666667,73.0,324.0,1334.7,5498.222500000001,2
Male,No,No,No,10,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,75.05,786.3,No,0,0-12,3,78.63,1,6.668609370190421,750.5,25.016666666666666,71.48181818181818,100.0,750.5,5632.5025,2
Male,No,Yes,No,14,Yes,No,DSL,No,No,No,No,No,No,One year,No,Electronic check,44.6,641.25,No,0,13-24,2,45.80357142857143,1,6.464977635989993,624.4,22.3,42.75,196.0,624.4,1989.16,0
Male,No,No,No,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),21.45,705.45,No,0,25-48,1,20.155714285714286,0,6.560252428211817,750.75,21.45,19.595833333333335,1225.0,750.75,460.10249999999996,3
Male,No,Yes,Yes,8,Yes,No,DSL,No,No,No,No,No,No,One year,Yes,Mailed check,43.45,345.5,No,0,0-12,2,43.1875,1,5.847882818629958,347.6,21.725,38.388888888888886,64.0,347.6,1887.9025000000001,0
Male,No,Yes,Yes,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.05,345.9,No,0,13-24,1,19.216666666666665,0,5.849036553975704,360.90000000000003,20.05,18.205263157894734,324.0,360.90000000000003,402.00250000000005,0
Female,No,Yes,Yes,60,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,One year,No,Bank transfer (automatic),94.15,5811.8,No,0,49-60,6,96.86333333333333,1,8.667817661466938,5649.0,15.691666666666668,95.27540983606558,3600.0,5649.0,8864.222500000002,1
Female,No,No,No,1,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,94.4,94.4,Yes,1,0-12,5,94.4,1,4.558078578454241,94.4,18.880000000000003,47.2,1.0,94.4,8911.36,2
Female,No,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.55,124.45,No,0,0-12,1,20.741666666666667,0,4.8319072728124315,117.30000000000001,19.55,17.77857142857143,36.0,117.30000000000001,382.20250000000004,0
Female,No,No,Yes,19,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,75.9,1375.6,No,0,13-24,7,72.39999999999999,1,7.227371969964263,1442.1000000000001,10.842857142857143,68.78,361.0,1442.1000000000001,5760.810000000001,2
Male,No,Yes,Yes,53,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,One year,No,Bank transfer (automatic),64.15,3491.55,No,0,49-60,6,65.87830188679246,1,8.158387407420907,3399.9500000000003,10.691666666666668,64.65833333333333,2809.0,3399.9500000000003,4115.222500000001,3
Male,Yes,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),109.55,7920.7,No,0,61-72,8,110.00972222222222,1,8.977361108239862,7887.599999999999,13.69375,108.5027397260274,5184.0,7887.599999999999,12001.2025,1
Female,No,Yes,No,60,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),110.8,6640.7,No,0,49-60,8,110.67833333333333,1,8.80112323379829,6648.0,13.85,108.8639344262295,3600.0,6648.0,12276.64,1
Female,No,No,No,1,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),55.0,55.0,Yes,1,0-12,3,55.0,1,4.02535169073515,55.0,18.333333333333332,27.5,1.0,55.0,3025.0,0
Female,No,No,Yes,13,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,53.45,718.1,No,0,13-24,4,55.23846153846154,1,6.578000430108449,694.85,13.3625,51.292857142857144,169.0,694.85,2856.9025,0
Female,No,Yes,Yes,5,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),69.95,320.4,No,0,0-12,2,64.08,1,5.772686453303412,349.75,34.975,53.4,25.0,349.75,4893.0025000000005,2
Male,No,No,No,1,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.45,101.45,Yes,1,0-12,6,101.45,1,4.629374874684909,101.45,16.908333333333335,50.725,1.0,101.45,10292.1025,2
Male,No,Yes,Yes,13,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,97.0,1334.45,No,0,13-24,5,102.65,1,7.19702359268779,1261.0,19.4,95.31785714285715,169.0,1261.0,9409.0,2
Male,No,No,No,37,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),90.6,3358.65,No,0,25-48,9,90.77432432432433,1,8.119592080864859,3352.2,10.066666666666666,88.38552631578948,1369.0,3352.2,8208.359999999999,2
Male,No,Yes,No,64,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,73.55,4764.0,No,0,61-72,3,74.4375,1,8.469052816088302,4707.2,24.516666666666666,73.29230769230769,4096.0,4707.2,5409.6025,1
Female,No,Yes,No,5,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),67.95,350.3,Yes,1,0-12,6,70.06,1,5.861640559271781,339.75,11.325000000000001,58.38333333333333,25.0,339.75,4617.2025,2
Female,No,Yes,No,61,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),94.35,5703.0,No,0,61-72,6,93.49180327868852,1,8.648922962094131,5755.349999999999,15.725,91.98387096774194,3721.0,5755.349999999999,8901.922499999999,1
Female,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.5,69.5,Yes,1,0-12,2,69.5,1,4.255612709818223,69.5,34.75,34.75,1.0,69.5,4830.25,2
Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.85,18.85,Yes,1,0-12,1,18.85,0,2.9882040071331994,18.85,18.85,9.425,1.0,18.85,355.32250000000005,0
Male,No,No,No,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.4,525.55,No,0,25-48,1,20.213461538461537,0,6.266346293826606,504.4,19.4,19.46481481481481,676.0,504.4,376.35999999999996,0
Female,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.2,69.2,Yes,1,0-12,2,69.2,1,4.251348311031766,69.2,34.6,34.6,1.0,69.2,4788.64,2
Male,No,Yes,No,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.75,483.15,No,0,13-24,1,20.131249999999998,0,6.18239477605754,474.0,19.75,19.326,576.0,474.0,390.0625,0
Male,No,Yes,No,17,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,One year,No,Electronic check,54.6,934.8,No,0,13-24,5,54.98823529411764,1,6.8414017784321155,928.2,10.92,51.93333333333333,289.0,928.2,2981.1600000000003,0
Female,No,No,Yes,26,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,29.8,786.5,No,0,25-48,2,30.25,1,6.668863370699788,774.8000000000001,14.9,29.12962962962963,676.0,774.8000000000001,888.0400000000001,0
Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.65,69.65,Yes,1,0-12,2,69.65,1,4.257738109130536,69.65,34.825,34.825,1.0,69.65,4851.1225,2
Male,Yes,Yes,No,40,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,101.85,4086.3,Yes,1,25-48,6,102.1575,1,8.315639884344804,4074.0,16.974999999999998,99.66585365853659,1600.0,4074.0,10373.422499999999,1
Male,No,No,No,52,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,103.05,5364.8,No,0,49-60,7,103.16923076923078,1,8.58780075858019,5358.599999999999,14.721428571428572,101.22264150943397,2704.0,5358.599999999999,10619.3025,1
Female,No,No,No,1,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,82.3,82.3,Yes,1,0-12,4,82.3,1,4.422448549172797,82.3,20.575,41.15,1.0,82.3,6773.29,2
Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.3,20.3,No,0,0-12,1,20.3,0,3.0587070727153796,20.3,20.3,10.15,1.0,20.3,412.09000000000003,0
Female,No,No,No,21,No,No phone service,DSL,Yes,No,No,Yes,No,No,Two year,No,Mailed check,35.1,770.4,No,0,13-24,3,36.68571428571428,1,6.648207045774128,737.1,11.700000000000001,35.018181818181816,441.0,737.1,1232.01,0
Female,No,Yes,No,67,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),105.7,6816.95,No,0,61-72,7,101.7455223880597,1,8.827314119142065,7081.900000000001,15.1,100.24926470588235,4489.0,7081.900000000001,11172.49,1
Female,No,Yes,Yes,44,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),56.25,2419.55,No,0,25-48,4,54.98977272727273,1,7.791750066055471,2475.0,14.0625,53.76777777777778,1936.0,2475.0,3164.0625,3
Male,No,Yes,Yes,70,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,No,Electronic check,60.35,4138.7,No,0,61-72,6,59.12428571428571,1,8.328378600425618,4224.5,10.058333333333334,58.291549295774644,4900.0,4224.5,3642.1225,1
Male,No,No,No,3,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,79.25,267.6,Yes,1,0-12,3,89.2,1,5.593223284089137,237.75,26.416666666666668,66.9,9.0,237.75,6280.5625,2
Male,No,Yes,Yes,56,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),59.8,3457.45,No,0,49-60,5,61.740178571428565,1,8.148575790801537,3348.7999999999997,11.959999999999999,60.657017543859645,3136.0,3348.7999999999997,3576.0399999999995,3
Female,No,No,No,13,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.6,1115.2,Yes,1,13-24,4,85.78461538461539,1,7.017685338354333,1099.8,21.15,79.65714285714286,169.0,1099.8,7157.159999999999,2
Female,No,Yes,Yes,58,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),93.4,5435.6,Yes,1,49-60,6,93.71724137931035,1,8.60090914445607,5417.200000000001,15.566666666666668,92.12881355932204,3364.0,5417.200000000001,8723.560000000001,1
Female,No,Yes,Yes,42,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.2,4186.3,Yes,1,25-48,5,99.67380952380952,1,8.33981141379869,3956.4,18.84,97.35581395348838,1764.0,3956.4,8873.640000000001,1
Male,Yes,Yes,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,25.05,25.05,Yes,1,0-12,1,25.05,1,3.260017768199376,25.05,25.05,12.525,1.0,25.05,627.5025,0
Female,No,Yes,Yes,46,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Two year,No,Mailed check,99.65,4630.2,No,0,25-48,7,100.65652173913043,1,8.440571292764794,4583.900000000001,14.235714285714286,98.51489361702127,2116.0,4583.900000000001,9930.122500000001,1
Female,No,Yes,Yes,63,Yes,No,DSL,Yes,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),50.65,3221.25,No,0,61-72,3,51.13095238095238,1,8.077835152284889,3190.95,16.883333333333333,50.33203125,3969.0,3190.95,2565.4224999999997,3
Male,No,No,No,11,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,60.9,688.5,No,0,0-12,5,62.59090909090909,1,6.5359666972333565,669.9,12.18,57.375,121.0,669.9,3708.81,2
Male,No,Yes,Yes,15,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),59.65,867.1,No,0,13-24,5,57.806666666666665,1,6.766306915397762,894.75,11.93,54.19375,225.0,894.75,3558.1225,2
Male,No,Yes,No,72,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,64.7,4746.05,No,0,61-72,7,65.91736111111112,1,8.465278651464038,4658.400000000001,9.242857142857144,65.01438356164384,5184.0,4658.400000000001,4186.09,1
Female,No,No,No,29,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),25.1,712.85,Yes,1,25-48,1,24.58103448275862,1,6.5706728562352295,727.9000000000001,25.1,23.761666666666667,841.0,727.9000000000001,630.0100000000001,0
Male,No,No,Yes,1,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,48.95,48.95,Yes,1,0-12,3,48.95,1,3.9110225050945626,48.95,16.316666666666666,24.475,1.0,48.95,2396.1025000000004,0
Female,No,Yes,Yes,6,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,54.85,355.1,No,0,0-12,3,59.18333333333334,1,5.875211590283732,329.1,18.283333333333335,50.728571428571435,36.0,329.1,3008.5225,0
Male,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,45.3,45.3,Yes,1,0-12,2,45.3,1,3.835141961092188,45.3,22.65,22.65,1.0,45.3,2052.0899999999997,0
Male,No,Yes,Yes,63,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Electronic check,91.35,5764.7,No,0,61-72,5,91.5031746031746,1,8.659681847708468,5755.049999999999,18.27,90.0734375,3969.0,5755.049999999999,8344.822499999998,1
Male,No,No,No,2,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,85.85,167.3,Yes,1,0-12,4,83.65,1,5.12574810119676,171.7,21.4625,55.76666666666667,4.0,171.7,7370.222499999999,2
